date;Ticker;open;high;low;close;volume;Headline_ing;Headline_esp;Label;daily_return;intraday_volatility;volume_scaled;price_range;text_clean
2013-02-08;AAL;15.07;15.12;14.63;14.75;8407500;Markets are volatile but that Ã¢â¬ËisnÃ¢â¬â¢t the beginning of the endÃ¢â¬â¢ says Carlyle Group co-CEO;"Los mercados son volÃ¡tiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0;-0.02123424021234242;0.03322033898305074;0.03150840298470529;0.48999999999999844;mercados volãtiles principio fin afirma codirector ejecutivo carlyle group
2013-02-08;AMAT;13.41;13.68;13.36;13.61;16950482;Stocks making the biggest moves midday: Palantir Applied Materials Deere &amp;Acciones con los mayores movimientos a mediodÃ­a: Palantir, Applied Materials, Deere y;1;0.014914243102162512;0.023512123438648076;0.06352454566054037;0.3200000000000003;acciones mayores movimientos mediodãa palantir applied material deere
2013-02-08;AEE;32.79;32.79;32.49;32.61;1834481;Israel Public Broadcasting Corporation has come under fire from angry listeners after broadcasting interview with former Australian PM Abbott. During interview recorded while his home state New South Wales was fighting terrifying bushfires Abbott denied carbon dioxide was driving global warming.;La cadena pÃºblica israelÃ­ de radiodifusiÃ³n ha recibido duras crÃ­ticas de oyentes indignados tras la emisiÃ³n de una entrevista con el ex primer ministro australiano Abbott. Durante la entrevista, grabada mientras su estado natal de Nueva Gales del Sur luchaba contra devastadores incendios forestales, Abbott negÃ³ que el diÃ³xido de carbono fuera la causa del calentamiento global.;0;-0.005489478499542535;0.009199632014719324;0.006875000489537334;0.29999999999999716;cadena pãºblica israelã radiodifusiã³n recibido dura crãticas oyentes indignados tras emisiã³n entrevista ex primer ministro australiano abbott entrevista grabada mientras natal nueva gale sur luchaba devastadores incendios forestales abbott negã³ diã³xido carbono causa calentamiento global
2013-02-08;AMGN;85.61;87.165;85.39;86.77;7888920;Amgen exits neuroscience R&amp;Amgen abandona la investigaciÃ³n y el desarrollo en neurociencia.;1;0.01354981894638473;0.020456378932810947;0.029564944451275794;1.7750000000000057;amgen abandona investigaciã³n desarrollo neurociencia
2013-02-08;A;45.07;45.35;45.0;45.08;1824755;Caleb Reed Wiki - Caleb Reed Biography Caleb Reed a 17-year-old boy at North High School Mather High School talked about the traumatic experience of the Education Board with officers at his school weeks ago at a press conference with public officials prior to a $ 33 vote.;Caleb Reed Wiki - BiografÃ­a de Caleb Reed Caleb Reed, un chico de 17 aÃ±os de North High School Mather High School, hablÃ³ sobre la experiencia traumÃ¡tica de la Junta de EducaciÃ³n con funcionarios en su escuela hace semanas en una conferencia de prensa con funcionarios pÃºblicos antes de una votaciÃ³n de $33.;1;0.00022187708009758177;0.007763975155279535;0.006838550804443164;0.3500000000000014;caleb reed wiki biografãa caleb reed caleb reed chico aãos north high school mather high school hablã³ experiencia traumãtica junta educaciã³n funcionarios escuela hace semanas conferencia prensa funcionarios pãºblicos votaciã³n
2013-02-08;ANSS;74.72;74.95;74.23;74.69;130863;ANSYS Motor-CAD Crack 14.1.2 Tutorial Latest Version;Tutorial de ANSYS Motor-CAD Crack 14.1.2 (Ãltima versiÃ³n);0;-0.00040149892933620367;0.009639844691391068;0.0004904292762161746;0.7199999999999989;tutorial ansys motorcad crack ãltima versiã³n
2013-02-08;ADBE;38.31;39.45;38.145;39.12;5104545;Adobe hacked millions of customers' data compromised;Adobe pirateÃ³ los datos de millones de clientes.;1;0.021143304620203474;0.03335889570552147;0.019130069689391908;1.3049999999999997;adobe pirateã³ datos millones clientes
2013-02-08;AMD;2.58;2.6;2.58;2.59;5971768;Advanced Micro Devices: What Wall Street Thinks Ahead of Earnings;Advanced Micro Devices: Â¿QuÃ© opina Wall Street antes de la presentaciÃ³n de resultados?;1;0.003875968992247979;0.007722007722007729;0.022380121638438003;0.020000000000000018;advanced micro device âquã opina wall street presentaciã³n resultados
2013-02-08;AVGO;35.28;35.53;35.05;35.32;3296565;Trump blocks the $117 billion Broadcom takeover of Qualcomm on national security grounds (QCOM AVGO);Trump bloquea la adquisiciÃ³n de Qualcomm por parte de Broadcom por 117 mil millones de dÃ³lares por motivos de seguridad nacional (QCOM AVGO).;1;0.001133786848072538;0.01359003397508505;0.012354385784748734;0.480000000000004;trump bloquea adquisiciã³n qualcomm parte broadcom mil millones dã³lares motivos seguridad nacional qcom avgo
2013-02-08;AKAM;35.5;35.58;34.78;35.42;7049683;PTCL joins hands with Akamai Technologies to provide fast internet connection;PTCL se asocia con Akamai Technologies para proporcionar una conexiÃ³n a internet rÃ¡pida.;0;-0.0022535211267605154;0.0225861095426312;0.02641977435366353;0.7999999999999972;ptcl asocia akamai technology proporcionar conexiã³n internet rãpida
2013-02-08;ALGN;32.4;33.04;32.19;32.73;872084;Align Technology Inc. (ALGN) - Bull of the Day;Align Technology Inc. (ALGN) - AcciÃ³n destacada del dÃ­a;1;0.010185185185185132;0.02597005805071804;0.003268269296284713;0.8500000000000014;align technology inc algn acciã³n destacada dãa
2013-02-08;AXP;62.06;62.33;61.48;61.8;6734994;how to install windows xp reinstall windows xp repair windows xp windows xp restore upgrade windows xp;CÃ³mo instalar Windows XP, reinstalar Windows XP, reparar Windows XP, restaurar Windows XP, actualizar Windows XP.;0;-0.004189494038027797;0.01375404530744339;0.02524042878995804;0.8500000000000014;cã³mo instalar window xp reinstalar window xp reparar window xp restaurar window xp actualizar window xp
2013-02-08;ADI;44.72;45.9;44.45;45.7;2962576;Artistic Analog Radio Devices - The 'La Moderna' Radio is a Minimalist Take on a Classic Solution (TrendHunter.com);Dispositivos de radio analÃ³gicos artÃ­sticos: la radio 'La Moderna' es una versiÃ³n minimalista de una soluciÃ³n clÃ¡sica (TrendHunter.com);1;0.021914132379248746;0.031728665207877364;0.011102710494298692;1.4499999999999957;dispositivos radio analã³gicos artãsticos radio moderna versiã³n minimalista soluciã³n clãsica trendhuntercom
